File,Dataset_id,GSE_id,Species,Reference,Usage_primary,Usage_tags,Sample_type,Detail_source,Condition,Detailed_condition
GSE299801/GSM9046300_subject_7_final_analysis.h5mu,GSM9046300_subject_7,GSE299801,Homo Sapiens,HG38,model_training,model_training;induced_model;perturbation,Tissue,PBMC,Induced Model,HPV Vaccine Response
GSE299801/GSM9046302_subject_8_final_analysis.h5mu,GSM9046302_subject_8,GSE299801,Homo Sapiens,HG38,model_training,model_training;induced_model;perturbation,Tissue,PBMC,Induced Model,HPV Vaccine Response
GSE299801/GSM9046304_subject_9_final_analysis.h5mu,GSM9046304_subject_9,GSE299801,Homo Sapiens,HG38,model_training,model_training;induced_model;perturbation,Tissue,PBMC,Induced Model,HPV Vaccine Response
GSE299801/GSM9046306_subject_10_final_analysis.h5mu,GSM9046306_subject_10,GSE299801,Homo Sapiens,HG38,model_training,model_training;induced_model;perturbation,Tissue,PBMC,Induced Model,HPV Vaccine Response
GSE299801/GSM9046308_subject_13_final_analysis.h5mu,GSM9046308_subject_13,GSE299801,Homo Sapiens,HG38,model_training,model_training;induced_model;perturbation,Tissue,PBMC,Induced Model,HPV Vaccine Response
GSE299801/GSM9046310_subject_14_final_analysis.h5mu,GSM9046310_subject_14,GSE299801,Homo Sapiens,HG38,model_training,model_training;induced_model;perturbation,Tissue,PBMC,Induced Model,HPV Vaccine Response
GSE302266/GSM9100653_Day7_filtered_feature_bc_matrix_final_analysis.h5mu,GSM9100653_Day7_filtered_feature_bc_matrix,GSE302266,Homo Sapiens,HG38,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model,Cell Line,Kidney Organoid (Cell Line),Induced Model,Day 7
GSE302266/GSM9100655_Day12_filtered_feature_bc_matrix_final_analysis.h5mu,GSM9100655_Day12_filtered_feature_bc_matrix,GSE302266,Homo Sapiens,HG38,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model,Cell Line,Kidney Organoid (Cell Line),Induced Model,Day 12
GSE302266/GSM9100657_Day19_filtered_feature_bc_matrix_final_analysis.h5mu,GSM9100657_Day19_filtered_feature_bc_matrix,GSE302266,Homo Sapiens,HG38,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model,Cell Line,Kidney Organoid (Cell Line),Induced Model,Day 19
GSE302266/GSM9100659_Day25_filtered_feature_bc_matrix_final_analysis.h5mu,GSM9100659_Day25_filtered_feature_bc_matrix,GSE302266,Homo Sapiens,HG38,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model,Cell Line,Kidney Organoid (Cell Line),Induced Model,Day 25
GSE302350/GSM9102443_19235RX1_final_analysis.h5mu,GSM9102443_19235RX1,GSE302350,Homo Sapiens,None,model_training,model_training;control;cell_line;organoid_or_differentiation_model;perturbation;perturbation_control,Cell Line,Cerebral Organoid (Cell Line),Healthy/Control,Control
GSE302350/GSM9102444_19235RX2_final_analysis.h5mu,GSM9102444_19235RX2,GSE302350,Homo Sapiens,None,model_training,model_training;control;cell_line;organoid_or_differentiation_model;perturbation;perturbation_control,Cell Line,Cerebral Organoid (Cell Line),Healthy/Control,Control
GSE302350/GSM9102445_19235RX3_final_analysis.h5mu,GSM9102445_19235RX3,GSE302350,Homo Sapiens,None,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Cerebral Organoid (Cell Line),Induced Model,KMT2D KO
GSE302350/GSM9102446_19235RX4_final_analysis.h5mu,GSM9102446_19235RX4,GSE302350,Homo Sapiens,None,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Cerebral Organoid (Cell Line),Induced Model,KMT2D KO
GSE302350/GSM9102447_19311RX1_final_analysis.h5mu,GSM9102447_19311RX1,GSE302350,Homo Sapiens,None,model_training,model_training;control;cell_line;organoid_or_differentiation_model;perturbation;perturbation_control,Cell Line,Cerebral Organoid (Cell Line),Healthy/Control,Control
GSE302350/GSM9102448_19311RX2_final_analysis.h5mu,GSM9102448_19311RX2,GSE302350,Homo Sapiens,None,model_training,model_training;control;cell_line;organoid_or_differentiation_model;perturbation;perturbation_control,Cell Line,Cerebral Organoid (Cell Line),Healthy/Control,Control
GSE302350/GSM9102449_19311RX3_final_analysis.h5mu,GSM9102449_19311RX3,GSE302350,Homo Sapiens,None,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Cerebral Organoid (Cell Line),Induced Model,KMT2D KO
GSE302350/GSM9102450_19311RX4_final_analysis.h5mu,GSM9102450_19311RX4,GSE302350,Homo Sapiens,None,model_training,model_training;induced_model;cell_line;organoid_or_differentiation_model;perturbation,Cell Line,Cerebral Organoid (Cell Line),Induced Model,KMT2D KO
GSE307240/GSM9219737_PDX_OS107_final_analysis.h5mu,GSM9219737_PDX_OS107,GSE307240,Homo Sapiens,HG38,model_training,model_training;disease_model;cancer,Tissue,Osteosarcoma PDX,Natural Disease,Osteosarcoma PDX
GSE307240/GSM9219739_PDX_OS526_final_analysis.h5mu,GSM9219739_PDX_OS526,GSE307240,Homo Sapiens,HG38,model_training,model_training;disease_model;cancer,Tissue,Osteosarcoma PDX,Natural Disease,Osteosarcoma PDX
GSE307240/GSM9219741_PDX_OS774_final_analysis.h5mu,GSM9219741_PDX_OS774,GSE307240,Homo Sapiens,HG38,model_training,model_training;disease_model;cancer,Tissue,Osteosarcoma PDX,Natural Disease,Osteosarcoma PDX
GSE307240/GSM9219743_PDX_OS833_final_analysis.h5mu,GSM9219743_PDX_OS833,GSE307240,Homo Sapiens,HG38,model_training,model_training;disease_model;cancer,Tissue,Osteosarcoma PDX,Natural Disease,Osteosarcoma PDX
GSE307240/GSM9219745_PDX_384_atac_final_analysis.h5mu,GSM9219745_PDX_384_atac,GSE307240,Homo Sapiens,HG38,model_training,model_training;disease_model;cancer,Tissue,Osteosarcoma PDX,Natural Disease,Osteosarcoma PDX
GSE309268/GSM9264129_UPN2855P_final_analysis.h5mu,GSM9264129_UPN2855P,GSE309268,Homo Sapiens,HG38,model_training,model_training;disease_model;cancer,Tissue,Neuroblastoma Tumor,Natural Disease,Primary Tumor
GSE309268/GSM9264131_UPN3651P_final_analysis.h5mu,GSM9264131_UPN3651P,GSE309268,Homo Sapiens,HG38,model_training,model_training;disease_model;cancer,Tissue,Neuroblastoma Tumor,Natural Disease,Primary Tumor
GSE309268/GSM9264133_UPN3031P_final_analysis.h5mu,GSM9264133_UPN3031P,GSE309268,Homo Sapiens,HG38,model_training,model_training;disease_model;cancer,Tissue,Neuroblastoma Tumor,Natural Disease,Primary Tumor
GSE309268/GSM9264135_UPN2045P_final_analysis.h5mu,GSM9264135_UPN2045P,GSE309268,Homo Sapiens,HG38,model_training,model_training;disease_model;cancer,Tissue,Neuroblastoma Tumor,Natural Disease,Primary Tumor
GSE309268/GSM9264137_UPN200M_final_analysis.h5mu,GSM9264137_UPN200M,GSE309268,Homo Sapiens,HG38,model_training,model_training;disease_model;cancer,Tissue,Neuroblastoma Tumor,Natural Disease,Metastasis
GSE309268/GSM9264139_UPN3284M_final_analysis.h5mu,GSM9264139_UPN3284M,GSE309268,Homo Sapiens,HG38,model_training,model_training;disease_model;cancer,Tissue,Neuroblastoma Tumor,Natural Disease,Metastasis
GSE309268/GSM9264141_UPN2099M_final_analysis.h5mu,GSM9264141_UPN2099M,GSE309268,Homo Sapiens,HG38,model_training,model_training;disease_model;cancer,Tissue,Neuroblastoma Tumor,Natural Disease,Metastasis
GSE309268/GSM9264143_UPN2792M_final_analysis.h5mu,GSM9264143_UPN2792M,GSE309268,Homo Sapiens,HG38,model_training,model_training;disease_model;cancer,Tissue,Neuroblastoma Tumor,Natural Disease,Metastasis
GSE309268/GSM9264145_UPN200P_final_analysis.h5mu,GSM9264145_UPN200P,GSE309268,Homo Sapiens,HG38,model_training,model_training;disease_model;cancer,Tissue,Neuroblastoma Tumor,Natural Disease,Primary Tumor
GSE309268/GSM9264146_UPN3284P_final_analysis.h5mu,GSM9264146_UPN3284P,GSE309268,Homo Sapiens,HG38,model_training,model_training;disease_model;cancer,Tissue,Neuroblastoma Tumor,Natural Disease,Primary Tumor
GSE309268/GSM9264147_UPN1177M_final_analysis.h5mu,GSM9264147_UPN1177M,GSE309268,Homo Sapiens,HG38,model_training,model_training;disease_model;cancer,Tissue,Neuroblastoma Tumor,Natural Disease,Metastasis
GSE311423/GSM9324874_LI004_gex_final_analysis.h5mu,GSM9324874_LI004_gex,GSE311423,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Spleen,Healthy/Control,Control
GSE311423/GSM9324876_LI018_gex_final_analysis.h5mu,GSM9324876_LI018_gex,GSE311423,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Spleen,Healthy/Control,Control
GSE311423/GSM9324878_HDL163_gex_final_analysis.h5mu,GSM9324878_HDL163_gex,GSE311423,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Spleen,Healthy/Control,Control
GSE311423/GSM9324880_PDC142_gex_final_analysis.h5mu,GSM9324880_PDC142_gex,GSE311423,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Spleen,Healthy/Control,Control
GSE311423/GSM9324882_PDC149_gex_final_analysis.h5mu,GSM9324882_PDC149_gex,GSE311423,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Spleen,Healthy/Control,Control
GSE319044/GSE319044_Lung_aggr_final_analysis.h5mu,GSE319044_Lung_aggr,GSE319044,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Lung,Healthy/Control,Control
GSE319044/GSE319044_Spleen_aggr_final_analysis.h5mu,GSE319044_Spleen_aggr,GSE319044,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Spleen,Healthy/Control,Control
GSE319044/GSM9508610_Lung-COB-11_final_analysis.h5mu,GSM9508610_Lung-COB-11,GSE319044,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Lung,Healthy/Control,Control
GSE319044/GSM9508611_Lung-COB-5_final_analysis.h5mu,GSM9508611_Lung-COB-5,GSE319044,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Lung,Healthy/Control,Control
GSE319044/GSM9508612_Lung-COB-6_final_analysis.h5mu,GSM9508612_Lung-COB-6,GSE319044,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Lung,Healthy/Control,Control
GSE319044/GSM9508613_Lung-SMO-05_final_analysis.h5mu,GSM9508613_Lung-SMO-05,GSE319044,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Lung,Healthy/Control,Control
GSE319044/GSM9508614_Lung-SMO-07_final_analysis.h5mu,GSM9508614_Lung-SMO-07,GSE319044,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Lung,Healthy/Control,Control
GSE319044/GSM9508615_Lung-SMO-08_final_analysis.h5mu,GSM9508615_Lung-SMO-08,GSE319044,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Lung,Healthy/Control,Control
GSE319044/GSM9508616_Lung-SMO-09_final_analysis.h5mu,GSM9508616_Lung-SMO-09,GSE319044,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Lung,Healthy/Control,Control
GSE319044/GSM9508617_Lung-SMO-2_final_analysis.h5mu,GSM9508617_Lung-SMO-2,GSE319044,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Lung,Healthy/Control,Control
GSE319044/GSM9508618_Lung-SMO-3_final_analysis.h5mu,GSM9508618_Lung-SMO-3,GSE319044,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Lung,Healthy/Control,Control
GSE319044/GSM9508628_Spleen-COB-10_final_analysis.h5mu,GSM9508628_Spleen-COB-10,GSE319044,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Spleen,Healthy/Control,Control
GSE319044/GSM9508629_Spleen-COB-7_final_analysis.h5mu,GSM9508629_Spleen-COB-7,GSE319044,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Spleen,Healthy/Control,Control
GSE319044/GSM9508630_Spleen-COB-8_final_analysis.h5mu,GSM9508630_Spleen-COB-8,GSE319044,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Spleen,Healthy/Control,Control
GSE319044/GSM9508631_Spleen-COB-9_final_analysis.h5mu,GSM9508631_Spleen-COB-9,GSE319044,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Spleen,Healthy/Control,Control
GSE319044/GSM9508632_Spleen-SMO-04_final_analysis.h5mu,GSM9508632_Spleen-SMO-04,GSE319044,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Spleen,Healthy/Control,Control
GSE319044/GSM9508633_Spleen-SMO-10_final_analysis.h5mu,GSM9508633_Spleen-SMO-10,GSE319044,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Spleen,Healthy/Control,Control
GSE319044/GSM9508634_Spleen-SMO-1_final_analysis.h5mu,GSM9508634_Spleen-SMO-1,GSE319044,Homo Sapiens,HG38,model_training,model_training;control,Tissue,Spleen,Healthy/Control,Control
